Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
UniQuest Extension Fund (UEF),Funding,Investor,QLD,,,Unspecified,DeepTech; LifeSciences; Tech,,University of Queensland's commercialisation fund investing in UQ research spinouts and IP-backed ventures.,https://www.uniquest.com.au/,2026-07-09,https://app.notion.com/p/UniQuest-Extension-Fund-UEF-3985de22266781048891cf2a28115e02
Uniseed,Funding,Investor,National,,,Unspecified,DeepTech; LifeSciences; BioTech,,Australia's longest-running university commercialisation fund. Invests in spinouts from member universities and CSIRO.,https://www.uniseed.com/,2026-07-09,https://app.notion.com/p/Uniseed-3985de2226678126aa90d139c307413a
UNSW Founders 10x,Programs,Accelerator,NSW,"100,000 via SAFE",Annual intake,Scheduled / Dated,Tech; DeepTech; HealthTech,,UNSW's flagship accelerator investing $100K via SAFE. Open to UNSW community and beyond. 10-week intensive program.,https://unswfounders.com/10x-accelerator,2026-07-09,https://app.notion.com/p/UNSW-Founders-10x-3985de22266781acaaffc929cff35f4e
UQ Momentum Accelerator,Programs,Accelerator,QLD,,,Unspecified,Tech; SaaS,,University of Queensland accelerator supporting research commercialisation and student ventures.,https://ventures.uq.edu.au/programs/momentum-accelerator,2026-07-09,https://app.notion.com/p/UQ-Momentum-Accelerator-3985de2226678139bf60f433acd22b64
UQ Ventures,Programs,University,QLD,,,Unspecified,,,"UQ's entrepreneurship hub with ilab accelerator, startup programs, and global immersion trips for students.",https://ventures.uq.edu.au/,2026-07-09,https://app.notion.com/p/UQ-Ventures-3985de22266781b3af6edc0405cc12ef
Utiliti Ventures,Funding,Investor,National,,,Unspecified,SaaS; AI/ML,,Australian VC investing in B2B SaaS and AI companies at early stages.,https://www.utiliti.com/,2026-07-09,https://app.notion.com/p/Utiliti-Ventures-3985de222667816990c3e96bc2e132fe
UX Law,Advice,Expert,NSW,,,Unspecified,,,"Boutique technology law firm for startups. Product counsel, privacy, and commercial contracts with UX-informed approach.",https://uxlaw.com.au/,2026-07-09,https://app.notion.com/p/UX-Law-3985de22266781f89058f544a7a7c92d
Venture Catalyst,Programs,Accelerator,SA,"10,000 stipend",Apply anytime,Open / Rolling,Tech; DeepTech; Defence,,"University of South Australia's incubator program. $10K stipend, workspace, and mentoring for student and graduate ventures.",https://icc.adelaide.edu.au/programs/venture-catalyst/,2026-07-09,https://app.notion.com/p/Venture-Catalyst-3985de222667815dbac7ddd6b1e6e1c6
Venture Catalyst Space,Programs,Accelerator,SA,,Apply anytime,Open / Rolling,DeepTech,,"UniSA's space-sector incubator supporting space startups with mentoring, workspace, and industry connections at Lot Fourteen.",https://icc.adelaide.edu.au/programs/venture-catalyst-space/,2026-07-09,https://app.notion.com/p/Venture-Catalyst-Space-3985de22266781278f48f93eb5824331
Venture Cup,Funding,Competition,VIC,"$5,000 cash prize per category",Annual (Swinburne Venture Week),Scheduled / Dated,Tech,,University startup competition supporting student entrepreneurs with prizes and mentoring.,https://www.swinburne.edu.au/research/platforms-initiatives/innovation-studio/venture-cup/,2026-07-09,https://app.notion.com/p/Venture-Cup-3985de2226678177bdcde676080ed0ba
VentureCrowd,Funding,Investor,National,"100,000 - 5 million",Apply anytime,Open / Rolling,Tech,,"Australia's leading equity crowdfunding platform for wholesale and retail investors. Property, venture, and impact deals.",https://www.venturecrowd.com.au/,2026-07-09,https://app.notion.com/p/VentureCrowd-3985de22266781c39df3f11fe9b0c13d
Verona Capital,Funding,Investor,National,,,Unspecified,Tech,,Perth-based corporate advisory and investment firm active in small-cap and venture financing.,https://www.veronacapital.com/,2026-07-09,https://app.notion.com/p/Verona-Capital-3985de22266781699842de737830c9f9
Victorian Clean Technology Fund,Funding,Investor,VIC,Up to $500k,,Unspecified,CleanTech,,Victorian Government co-investment fund backing cleantech ventures commercialising emissions-reduction technology.,https://www.vctf.com.au/,2026-07-09,https://app.notion.com/p/Victorian-Clean-Technology-Fund-3985de222667818e8ed5c62dad1aaca8
Victorian CleanTech Cluster,Connections,Community,VIC,,,Unspecified,CleanTech,,"Victoria's cleantech industry network connecting startups, corporates, and researchers in clean economy sectors.",https://www.viccleantech.com.au/,2026-07-09,https://app.notion.com/p/Victorian-CleanTech-Cluster-3985de22266781519772f7d31891a15b
Virescent Ventures,Funding,Investor,National,,,Unspecified,CleanTech,,Climate tech VC spun out of CEFC managing dedicated climate innovation funds. Seed through Series B cheques.,https://virescentventures.com.au/,2026-07-09,https://app.notion.com/p/Virescent-Ventures-3985de222667815d8535fa725c51e761
Vitality APAC Climate-Tech Fund I,Funding,Investor,National,,,Unspecified,CleanTech,,Climate-focused fund with limited public information. Unverified entity — verify mandate and legitimacy before engaging.,https://www.vitalitycapitalpartners.com.au/,2026-07-09,https://app.notion.com/p/Vitality-APAC-Climate-Tech-Fund-I-3985de22266781df88b5ecb823b7f044
WA Grants Assistance and Programs Register,Advice,Tool,WA,,Always open,Open / Rolling,,,"WA Government's central register of grants, assistance, and programs for Western Australian businesses.",https://www.wa.gov.au/grants-and-programs,2026-07-09,https://app.notion.com/p/WA-Grants-Assistance-and-Programs-Register-3985de222667813fa3e2ef560e3e9cfb
Wayflyer,Funding,Finance,National,"Up to 20,000,000",Always open,Open / Rolling,FinTech,,"Revenue-based financing for e-commerce brands. Funding from $10K to $20M repaid from sales, no equity or personal guarantees.",https://www.wayflyer.com/,2026-07-09,https://app.notion.com/p/Wayflyer-3985de22266781359c6ef8e938798ad3
Wedgetail,Funding,Investor,National,,Always open,Open / Rolling,CleanTech,,Nature-focused VC investing in biodiversity and natural capital ventures. Backs founders protecting and restoring nature.,https://www.wedgetail.vc/,2026-07-09,https://app.notion.com/p/Wedgetail-3985de22266781be8ecae8d92bb65f10
West Tech Fest,Connections,Community,WA,,December,Scheduled / Dated,Tech,,"WA's biggest tech festival in Perth each December. Global speakers, startup showcases, and ecosystem celebrations.",https://www.westtechfest.com.au/,2026-07-09,https://app.notion.com/p/West-Tech-Fest-3985de22266781a38abefff1e9145267
Western Sydney Launchpad,Programs,University,NSW,,,Unspecified,,,Western Sydney University's entrepreneurship program supporting student and community ventures across Greater Western Sydney.,https://www.westernsydney.edu.au/launch-pad/,2026-07-09,https://app.notion.com/p/Western-Sydney-Launchpad-3985de222667818e9aa3c724eebe61e7
Western Sydney Startup Hub,Connections,Community,NSW,,Open,Open / Rolling,,,"NSW Government startup hub in Parramatta. Coworking, programs, and community for Western Sydney founders.",https://www.westernsydneystartuphub.com.au/,2026-07-09,https://app.notion.com/p/Western-Sydney-Startup-Hub-3985de22266781f299a2deb5a6a318da
Westpac Businesses of Tomorrow,Funding,Grant,National,"50,000 + mentoring",2026 dates TBA,Scheduled / Dated,,Women,"Westpac's program recognising promising Australian businesses with grants, mentoring, and promotion.",https://www.westpac.com.au/business-banking/,2026-07-09,https://app.notion.com/p/Westpac-Businesses-of-Tomorrow-3985de22266781838713e32a41531db7
Westpac Reinventure,Funding,Corporate,National,$500k - $5m,Always open,Open / Rolling,FinTech,,Westpac-backed VC investing in fintech and data ventures strategically relevant to financial services.,https://www.reinventure.com.au/,2026-07-09,https://app.notion.com/p/Westpac-Reinventure-3985de222667814880ecf15333fb586d
Westpac UNSW 10x Accelerator Scholarships,Funding,Grant,NSW,"20,000",2026 dates TBA,Scheduled / Dated,,Women,Westpac scholarships covering UNSW Founders 10x accelerator participation for women founders. $20K value.,https://unswfounders.com/scholarships,2026-07-09,https://app.notion.com/p/Westpac-UNSW-10x-Accelerator-Scholarships-3985de222667811ba389dfcdd011f019
WeWork Australia,Connections,Community,National,,,Unspecified,,,Global coworking network with Sydney and Melbourne locations hosting startups and scaleups.,https://www.wework.com/en-AU,2026-07-09,https://app.notion.com/p/WeWork-Australia-3985de222667810e87e8ceb9955f60b9
WithYouWithMe,Connections,Community,National,,,Unspecified,Tech,Veterans,Tech careers platform for veterans and underrepresented groups. Training and job placement including startup pathways.,https://withyouwithme.com/,2026-07-09,https://app.notion.com/p/WithYouWithMe-3985de22266781ff95e3dce66ca6e5ea
WNT Ventures,Funding,Investor,National,NZD $500k - $1m,,Unspecified,DeepTech; AgTech; CleanTech,,NZ deep tech incubator and fund investing NZD $500k–$1m in IP-rich ventures. Trans-Tasman relevance for deep tech founders.,https://wnt.vc/,2026-07-09,https://app.notion.com/p/WNT-Ventures-3985de222667817d96abdc79858558a8
Woolworths W23,Funding,Corporate,National,Multi-million cheques (US$125m W23 Global fund),Always open,Open / Rolling,Retail; AgTech,,"Woolworths' venture arm investing in retail tech, food innovation, and supply chain ventures strategically aligned with the group.",https://www.w23.com.au/,2026-07-09,https://app.notion.com/p/Woolworths-W23-3985de22266781d18be7ceb8dcd0a5e9
Y Combinator,Programs,Accelerator,National,"$500,000 ($125K for fixed 7% + $375K uncapped MFN SAFE)",2 batches/year,Scheduled / Dated,Tech; AI; SaaS,,"World's top accelerator. US$500K standard deal. Remote-friendly application; Australian startups regularly accepted. Alumni include Airbnb, Stripe, Canva competitors.",https://www.ycombinator.com/apply,2026-07-09,https://app.notion.com/p/Y-Combinator-3985de22266781e09e69c107d37e8330
Yendys Capital,Funding,Investor,National,$10m - $40m,,Unspecified,Tech,,Growth equity firm investing $10m–$40m in established technology companies. Later-stage only.,https://www.yendys.com/,2026-07-09,https://app.notion.com/p/Yendys-Capital-3985de22266781e793bfe9f4ccec1ed9
Young Change Agents,Connections,Community,National,,,Unspecified,,Youth,Social entrepreneurship programs for young Australians aged 10-18. Design thinking and youth-led venture education.,https://www.youngchangeagents.com.au/,2026-07-09,https://app.notion.com/p/Young-Change-Agents-3985de22266781648315dd2bfb7bb926
