event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"Comms Connect Melbourne","2026-10-14","2026-10-15",,"Melbourne Convention and Exhibition Centre","Melbourne","VIC","Westwick-Farrow Media (WF Media)","https://www.wfmedia.com.au","https://www.comms-connect.com.au/event/comms-connect-melbourne/","https://wfevents.eventsair.com/commsconnect-melbourne-2026","Australia's flagship critical communications conference and exhibition, bringing radio, LTE, satellite and public safety technology suppliers together with the government and enterprise buyers who specify and purchase that equipment. The free exhibition pass draws a broad procurement audience alongside the paid conference. The key route to market for critical comms and private network vendors in Australia.","Those who select, purchase, install and maintain critical communications and public safety equipment across government, emergency services, utilities, transport and resources","conference_with_expo","annual",true,"Free exhibition-only pass; paid one- and two-day conference packages",,,"Technology, Government","Pre-conference technical workshops run 13 Oct 2026 with association partners ARCIA and ACCF. A New Zealand edition (Comms Connect Wellington, 27-28 May 2026, 400+ users and 30+ exhibitors) runs separately - excluded from this directory as it is not held in Australia.","https://www.comms-connect.com.au/event/comms-connect-melbourne/","https://app.notion.com/p/3b0487c20c6b46f292185d02f6fa0b02"
"CommsDay Summit",,,"June 2027 (expected; 25th edition was 2-3 Jun 2026 at the Fullerton Hotel, Sydney)","Fullerton Hotel","Sydney","NSW","CommsDay (Decisive Publishing)","https://www.commsday.com","https://www.commsday.com",,"Australia's pre-eminent telecommunications industry conference, now past its 25th edition, gathering around 400 of the sector's most senior leaders at the Fullerton Hotel each year. Extensive sponsorship tiers (Platinum through Silver, plus awards sponsorships) give technology vendors direct access to the CEOs of Australia's network operators, retailers and regulators. The essential room for any international telecom vendor entering the Australian market.","CEOs and senior executives of network operators and retailers, global technology vendors, regulators and government","industry_summit","annual",true,,400,,"Technology","2026 edition (2-3 Jun, with pre-Summit reception 1 Jun) has passed; 2027 date not yet published. Organiser also runs the CommsDay Wholesale Congress and has historically co-run the Australasia Satellite Forum.","https://www.commsday.com/wp-content/uploads/2026/03/cdagendalatest.pdf","https://app.notion.com/p/71a2e9c391724edabee5bda7a1b4f7c0"
"CommsDay Wholesale Congress","2026-10-13","2026-10-14",,"Sheraton Grand Sydney Hyde Park","Sydney","NSW","CommsDay (Decisive Publishing)","https://www.commsday.com","https://www.commsday.com",,"Two days of conference, exhibition and deal-making across Australia's wholesale telecommunications ecosystem, designed as the meeting place between the companies that build and operate communications infrastructure and the service providers that rely on it. Explicitly buyer-seller in format, helping resellers, MVNOs and MSPs understand their wholesale options. A highly targeted floor for infrastructure and connectivity vendors entering the Australian market.","Wholesale infrastructure providers (fixed access, dark fibre, backhaul, towers, data centres, international connectivity) and the resellers, MVNOs and MSPs who buy from them","conference_with_expo","annual",true,,,,"Technology","Returns to Sydney in 2026 after several Melbourne editions. Early bird discount of $500 per registration available at time of research; agenda published July 2026.","https://www.commsday.com/","https://app.notion.com/p/73a7ad4530c84317a1c3f53d322c116c"
"Connected Tech Summit (Connected Technology Alliance)","2026-09-01","2026-09-03",,,,,"Connected Technology Alliance (formerly IoT Alliance Australia)","https://www.connectedtechnologyalliance.com.au","https://www.connectedtechnologyalliance.com.au/summit",,"The annual summit of Australia's connected technology peak body, successor to the IoT Impact conference, bringing together the leaders, practitioners and policy makers responsible for connected systems. The three-day program combines plenaries, technical roundtables (including with the Department of Home Affairs), networking drinks and an anniversary awards dinner. A focused room for IoT, wireless and connectivity vendors building Australian channel and government relationships.","Technology leaders, IoT and connectivity practitioners, and policy makers across enterprise, infrastructure and government","industry_summit","annual",true,,,,"IoT, Technology","Dates derived from the official program (Day 3 confirmed as Thursday 3 Sep 2026; three-day program implies 1-3 Sep). Venue/city not yet published on the pages reviewed - predecessor IoT Impact ran at ICC Sydney with 120 speakers and 50+ exhibitors. Post-rebrand exhibition scale unverified - triaged medium.","https://www.connectedtechnologyalliance.com.au/summit","https://app.notion.com/p/f84e6eb6d0b249ceb04231b277612feb"
"Converge Expo","2027-09-15","2027-09-16",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC",,,"https://convergeexpo.com.au/","https://convergeexpo.com.au/getinvolved/","A two-day expo for the civil construction, infrastructure and commercial equipment sector at MCEC, returning in 2027 after a successful inaugural 2025 event. A route to contractor and council buyers for machinery and works-technology vendors.","Civil construction, infrastructure and municipal works contractors, councils and equipment buyers","trade_exhibition","biennial",true,,,,"Construction","Inaugural edition ran September 2025; 2027 dates (15-16 September) confirmed on the official site - biennial cadence inferred from the 2025→2027 pattern.","https://convergeexpo.com.au/","https://app.notion.com/p/b1e459f608274e59971e5359372a8971"
"CPRA Conference","2026-11-17","2026-11-18",,"Marvel Stadium","Melbourne","VIC","Communication and Public Relations Australia (CPRA, formerly PRIA)","https://www.cpra.org.au","https://www.cpra.org.au/events-programs/conference/",,"The national conference of Communication and Public Relations Australia (formerly PRIA), bringing Australia's communicators together to tackle AI's impact on the profession, trust and responsible influence. 2026 theme: Reimagine, Redefine, Refocus.","PR, communications and corporate affairs professionals, agency leaders and in-house comms teams","industry_summit","annual",true,"$799 (members) / $949 (non-members) / $299 (students) ex GST",,,"Marketing","Principal partner Influencing; national partner Isentia. Group discount of 10% for 3+ registrations.","https://www.cpra.org.au/events-programs/conference/","https://app.notion.com/p/fa9ca721b76c41f5820489df88382f30"
"CS4CA ANZ Summit (Cyber Security for Critical Assets)","2027-02-09","2027-02-10",,,"Perth","WA","QG Media (an ISMG company)","https://www.cs4ca.com","https://anz.cs4ca.com/","https://anz.cs4ca.com/register/","The ANZ edition of the global Cyber Security for Critical Assets series, returning to Perth for its third year with 100+ senior IT/OT security leaders and a claimed 3:1 end-user ratio. Its WA base places vendors close to the resources and utilities operators driving much of Australia's OT security spend.","Senior IT and OT cyber security leaders from Australian and NZ critical infrastructure - energy, water, transport, mining and airports","industry_summit","annual",true,,100,,"Cybersecurity","3rd edition confirmed for 9-10 February 2027 in Perth on the official site; 2026 edition ran 10-11 February in Perth. Venue for 2027 not yet published. Speakers drawn from Western Power, Water Corporation, Perth Airport and Sydney Airport.","https://anz.cs4ca.com/","https://app.notion.com/p/93107826f5f142a79c2b961ec2c214a9"
"Cyber Resilience Summit (Forefront Events)","2026-11-11",,,"Crown Perth","Perth","WA","Forefront Events","https://forefrontevents.co","https://forefrontevents.co/event/cyber-resilience-summit-vic-2026",,"Forefront's state-based cyber summit series, running Victorian, Queensland and Western Australian editions each year with a two-stream IT and OT security format. The intimate, senior-level delegate profile suits vendors seeking quality conversations with cyber decision makers rather than volume foot traffic.","CISOs, CIOs, heads of cyber, risk and technology leaders across IT and OT security","industry_summit","multiple_per_year",true,,,,"Cybersecurity","Next upcoming edition: Perth, 11 November 2026 at Crown Perth per Forefront's official Cyber Community channel; Forefront's 2026 schedule PDF earlier listed WA on 11 June, so the November date reflects the more recent organiser announcement. VIC 2026 (4 March) drew 250+ leaders; QLD 2026 ran 13 May at BCEC. Editions typically gather 130-250+ delegates.","https://au.linkedin.com/showcase/forefront-cyber-community/","https://app.notion.com/p/c3a9742189194dd3b4ca937ed1d82b90"
"Data & AI Summit (Forefront Events)","2026-10-22",,,"Melbourne Convention and Exhibition Centre (MCEC)","Melbourne","VIC","Forefront Events","https://forefrontevents.co","https://forefrontevents.co/event/data-ai-summit-vic-2026","https://forefrontevents.co/products/data-ai-summit-vic-2026","Forefront Events runs its Data & AI Summit as a state-based series, with the next edition in Melbourne after the NSW edition ran in March 2026. The one-day, partner-driven format delivers a concentrated room of 250-300 data and AI decision-makers, making it a low-cost, repeatable touchpoint for vendors building an ANZ pipeline.","Heads of data, analytics, AI/ML and data science across financial services, government and retail","industry_summit","multiple_per_year",true,,250,,"AI, Technology","One row per series: next edition VIC 22 October 2026 at MCEC (official event page; organiser's schedule PDF shows 21 October - event page date used). NSW edition ran 31 March 2026 at ICC Sydney. Organiser publishes 250-300 delegates per event.","https://forefrontevents.co/event/data-ai-summit-vic-2026","https://app.notion.com/p/e0c913e80a974478894153c8f749a09e"
"Data Center World Australia","2026-09-07","2026-09-09",,"Melbourne Convention and Exhibition Centre","Melbourne","VIC","Informa Connect","https://www.informa.com","https://datacenterworldaustralia.com",,"The inaugural Australian edition of Informa's global Data Center World series, co-located with The AI Summit Australia at MCEC. It brings the digital infrastructure ecosystem - operators, hyperscalers, telcos and the vendors that supply them - together around AI-ready infrastructure, power and connectivity. A major new exhibition floor for infrastructure vendors targeting Australia's data centre boom.","Data centre operators and developers, hyperscalers, telcos, enterprise IT leaders and infrastructure investors","trade_exhibition","annual",true,,,,"Technology","First Australian edition, part of Data Center World's 2026 global expansion into Asia, Australia, Brazil and Europe (backed by the established annual US flagship and the AFCOM community). Qualifies via confirmed scheduled date; watch for recurrence confirmation after the first edition.","https://datacenterworldaustralia.com/","https://app.notion.com/p/7f1fa5c17f664405944cde2bd6b21ccb"
